datetime,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,DHI,DNI,Temperature,Dew Point,Wind Speed,Wind Direction,Relative Humidity,Pressure,Surface solar radiation downwards
2018-01-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.870940000000019,3.1525500000000197,2.7612170021134177,37.38517581859962,88.6249905921713,1024.0556,0.0
2018-01-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.592280000000017,2.893270000000029,2.896815189924413,39.09763591880624,88.72247655684595,1023.7156,0.0
2018-01-16 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.931540000000041,3.1937500000000227,2.8942397321162754,50.063045659651706,88.50873773981665,1023.9069,0.0
2018-01-16 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.072960000000023,3.138570000000016,2.5131742225870872,64.49446292882024,87.29898091207738,1023.97,0.0
2018-01-16 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.789760000000001,2.849300000000028,2.1139970868226,74.42101128835321,87.23396409721246,1024.2106,0.0
2018-01-16 07:00:00,22.3436,7.7707,1.8727,5.898,31.4204,6.3385,6.1205,2.9912,4.370400000000018,2.587500000000034,1.9564916207470608,65.64391434261107,88.17592017026388,1024.305,0.0
2018-01-16 08:00:00,244.7274,141.4813,86.3132,55.168,458.2354,140.8856,55.7479,445.3077,4.824460000000045,2.069100000000049,1.8673011938332444,53.560377697839215,82.3224347608167,1024.8325,29952.0
2018-01-16 09:00:00,484.582,338.4829,252.304,86.179,726.8688,315.473,114.2358,589.3073,7.20070000000004,3.813320000000033,1.8098345372373128,47.98707729062349,79.04384812090709,1025.3906,492864.0
2018-01-16 10:00:00,673.5159,503.5424,398.7859,104.7565,831.6125,487.2375,117.7048,768.3348,10.673200000000008,4.365499999999997,1.7892634156384155,43.29606702697865,64.99407125061578,1026.15,1171584.0
2018-01-16 11:00:00,798.6565,615.2095,498.8559,116.3535,878.4598,615.2095,116.3535,878.4598,12.45287000000002,5.231070000000045,2.182813242177189,51.18944360876619,61.378749964355805,1026.0025,1757120.0
